polish,english,other,type
wiara,faith,,
wiatrak,fan or windmill,,
wicher,gale II,,
wichura,gale I,,
widnieć,to be visible,,
widnokrąg,horizon,,
widocznie,apparently/evidently,,
widownia,audience,,
wiec,rally or mass meeting,,
wieczny,eternal/endless,,
wiedza,knowledge,,
wiedziesz (wieść),You are leading,,
wiedźma,witch/hag,,
wieko,lid,,
wielbiciel,admirer,,
wiele książąt,many princes,,
wielokrotnie,repeatedly,,
wiercić,to drill (repeated),,
wierność,fidelity/faithfulness,,
wierny,faithful,,
wiertło,drill,,
wierutny,utter/downright,,
wierzba,willow (tree),,
wierzchni,outer/top/surface,,
wierzchowiec,mount,,
wierzchołek,top/peak/apex/summit,,
wierzyć,to believe,,
wierzący,believer,,
wieszak,hanger/coat-stand/coat-rack,,
wietrzny,windy,,
wieśniak,villager,,
wieść,to lead,,
wieża,tower,,
wieżowiec,high rise block,,
wikłać w coś,to get involved/entangled in something (repeated),,
wilgotny,damp/humid/moist,,
winny,guilty,,
winorośl,grapevine,,
wiodę (wieść),I am leading,,
wiosenny,spring-like,,
wioska,hamlet/village,,
wiosłować,to row/paddle,,
wirówka,spin-dryer,,
wisieć,to hang,,
wisisz (wisieć),You are hanging,,
wiszę (wisieć),I am hanging,,
witać,to welcome (repeated),,
witryna,website,,
wizerunek,image,,
wizytówka,business card,,
wiór,chip/shaving,,
wiązać,to tie (repeated),,
wiążesz (wiązać),You are tying,,
wiążę (wiązać),I am tying,,
wić się,to wind/meander,,
większość,most/majority,,
więzienie,prison,,
więzień,prisoner,,
więzić,to imprison/trap (repeated),,
więź,tie/bond,,
wjazd,slip road (entry),,
wkrótce,shortly,,
wkurzać się,to be pissed off (repeated),,
wkurzony,pissed off,,
wkurzyć się,to be pissed off (once),,
wkuwać,to swot up on (repeated),,
wkuć,to swot up on (once),,
wkład,input/contribution,,
wkładać,to put/place (repeated),,
wlepiać,to stick/paste onto (repeated),,
wlepić,to stick/paste onto (once),,
wmieszać się,to mingle,,
wniebogłosy,at the top of one's voice,,
wniosek,conclusion,,
wnętrze,inside/interior,,
wobec,towards,,
wojewoda,governor of province,,
wojna,war,,
wojownik,warrior,,
wojsko,army,,
wokół,around,,
wola,will,,
wolność,freedom,,
woreczek,pouch/bag,,
wozisz (wozić),You are transporting/driving,,
wozić,to transport/drive,,
wołać,to call (repeated),,
wożę (wozić),I am transporting/driving,,
wpadać,to fall/plunge/run into (repeated),,
wpaść,to fall/plunge/run into (once),,
wpisać,to enter (content) (once),,
wpisywać,to enter (content) (repeated),,
wprawa,proficiency/skill,,
wprawdzie,admittedly,,
wprost,straight ahead,,
wprowadzać,to let/bring/show in (repeated),,
wprowadzić,to let/bring/show in (once),,
wpuszczać,to let in (repeated),,
wpuścić,to let in (once),,
wpłata,payment (pay-in),,
wpłynąć,to influence (once),,
wpływ,influence,,
wpływać,to influence (repeated),,
wrabiać,to frame (repeated),,
wracać,to return (repeated),,
wrak,wreck,,
wraz z kimś/czymś,along with somebody/something,,
wrażenie,impression,,
wrażliwość,sensitivity,,
wrażliwy,sensitive,,
wrobić,to frame (once),,
wrona,crow,,
wrzask,scream/squawk,,
wrzasnąć,to scream (once),,
wrzawa,uproar,,
wrzesień,September,,
wrzesz (wrzeć),You are boiling,,
wrzeszczeć,to scream (repeated),,
wrzeć,to boil (repeated),,
wrzos,heather,,
wrzosowisko,moor/heath,,
wróbel,sparrow,,
wrócisz (wrócić),You will return,,
wrócić,to return (once),,
wrócę (wrócić),I will return,,
wróg,enemy,,
wróć (wrócić),Return! (once),,
wróżka,fairy or fortune-teller,,
wróżyć,to foretell (repeated),,
wrę (wrzeć),I am boiling,,
wręczanie,presentation (i.e. a handing over of),,
wręczać,to award/hand (repeated),,
wręczyć,to award/hand (once),,
wsadzać,to put away/into (repeated),,
wsadzić,to put away/into (once),,
wschodzić,to rise (repeated),,
wschód,east,,
wsiadać,to embark/board (repeated),,
wsiąść,to embark/board (once),,
wskazać,to indicate/suggest (once),,
wskazywać,to indicate/suggest (repeated),,
wskazówka,pointer,,
wskaźnik,indicator/rate/pointer/guage,,
wskroś,through,,
wsparcie,support,,
wspierać,to support (repeated),,
wspomagać kogoś czymś,to assist somebody with something (repeated),,
wspominać,to recollect/remember (repeated),,
wspomnienie,memory/recollection,,
wspomnieć,to recollect/remember (once),,
wspomóc kogoś czymś,to assist somebody with something (once),,
wspólnota,community or joint property,,
wspólny,common/shared,,
współczesny,contemporary/current,,
współczucie,sympathy/compassion,,
współpraca,cooperation/collaboration,,
współpracować,to cooperate/collaborate,,
współżycie,co-existence,,
wstawać,to get up (repeated),,
wstawiać,to put/insert/replace (repeated),,
wstawić,to put/insert/replace (once),,
wstać,to get up (once),,
wstrzykiwać coś komuś,to inject somebody with something (repeated),,
wstrzyknąć coś komuś,to inject somebody with something (once),,
wstrząs,shock,,
wstręt,repulsion/revulsion,,
wstrętny,revolting/disgusting,,
wstążka,hair ribbon,,
wstęp,access,,
wstępny,preliminary/initial,,
wsunąć,to slip (e.g. hands) (once),,
wsuwać,to slip (e.g. hands) (repeated),,
wszczynać,to instigate (repeated),,
wszcząć,to instigate (once),,
wszechstronny,versatile/comprehensive,,
wszechświat,(the) universe,,
wszelki,every/all possible,,
wszerz,across,,
wsławiać się,to get famous (repeated),,
wsławić się,to get famous (once),,
wtaczać,to roll (repeated),,
wtajemniczony,in-the-know,,
wtoczyć,to roll (once),,
wtykać,to stuff/stick (repeated),,
wtór,accompaniment,,
wybaczać,to forgive (repeated),,
wybaczyć,to forgive (once),,
wybierać,to choose/select/pick (repeated),,
wybijać,to strike (repeated),,
wybijesz (wybić),You will strike,,
wybiję (wybić),I will strike,,
wybitny,outstanding/eminent/prominent,,
wybić,to strike (once),,
wybrany,chosen,,
wybrać,to choose/select/pick (once),,
wybredny,choosy/picky,,
wybrzeże,coast,,
wybuch,explosion/eruption/outbreak,,
wybuchać,to explode/erupt (repeated),,
wybuchnąć,to explode/erupt (once),,
wycelować,to aim (once),,
wychodzić,to leave (on foot) (repeated),,
wychować,to raise (e.g. children) (once),,
wychowywać,to raise (e.g. children) (repeated),,
wychudzony,gaunt/emaciated,,
wychładzać,to cool down (repeated),,
wychłodzić,to cool down (once),,
wycieraczka,doormat/wiper,,
wycieraj (wycierać),Wipe! (repeated),,
wycieram (wycierać),I am wiping,,
wycierasz (wycierać),You are wiping,,
wycierać,to wipe (repeated),,
wycieńczać,to emaciate (repeated),,
wycieńczyć,to emaciate (once),,
wycinać,to cut out (repeated),,
wyciągać,to pull out or to stretch (repeated),,
wyciągnąć,to pull out or to stretch (once),,
wyciąć,to cut out (once),,
wyczarować,to conjure up (once),,
wyczarowywać,to conjure up (repeated),,
wyczerpać,to exhaust (once),,
wyczerpiesz (wyczerpać),You will exhaust,,
wyczerpię (wyczerpać),I will exhaust,,
wyczerpywać,to exhaust (repeated),,
wyczuwać,to detect/sense (repeated),,
wyczuć,to detect/sense (once),,
wyczyn,achievement,,
wyczyścić,to clean/brush (once),,
wydajny,efficient,,
wydanie,edition/publication/issue,,
wydarzenie,event,,
wydatek,expense,,
wydatny,prominent/considerable,,
wydobywać,to extract/mine (repeated),,
wydobyć,to extract/mine (once),,
wydostawać się,to get out (repeated),,
wydostać się,to get out (once),,
wydrukować,to print (once),,
wydłużać,to lengthen (repeated),,
wydłużyć,to lengthen (once),,
wyganiać,to chase off/out (repeated),,
wygoda,convenience/comfort,,
wygonić,to chase off/out (once),,
wygrać,to win (once),,
wygrywać,to win (repeated),,
wygrzebać,to unearth or dig out (once),,
wygrzebywać,to unearth or dig out (repeated),,
wygódka,privy,,
wygładzać,to smooth out (repeated),,
wygładzić,to smooth out (once),,
wyhodować,to grow/breed/raise (once),,
wyjazd,trip or slip road (exit),,
wyjaśniać,to explain (repeated),,
wyjaśnienie,explanation,,
wyjaśnić,to explain (once),,
wyjmować,to take out (repeated),,
wyjątek,exception,,
wyjątkowy,exceptional,,
wyjąć,to take out (once),,
wyjście,exit,,
wyjść,to leave (on foot) (once),,
wyjść za mąż,to get married (to a man),,
wykazać,to show/exhibit (once),,
wykazywać,to show/exhibit (repeated),,
wykałaczka,toothpick,,
wykluczać,to rule out or to exclude (repeated),,
wykluczyć,to rule out or to exclude (once),,
wykonawczy,executive,,
wykonać,to carry out or execute (once),,
wykonywanie,execution,,
wykonywać,to carry out or execute (repeated),,
wykorzystać,"to make use of, to take advantage of (once)",,
wykorzystywać,"to make use of, to take advantage of (repeated)",,
wykraczać poza coś,to exceed something (repeated),,
wykreślić,to trace/plot/sketch (once),,
wykroczyć poza coś,to exceed something (once),,
wykrywać,to detect (repeated),,
wykryć,to detect (once),,
wykrzykiwać,to shout out (repeated),,
wykrzyknąć,to shout out (once),,
wykręt,dodge/evasion/excuse,,
wykształcenie,education,,
wykształcony,educated,,
wykusz,bay window,,
wykładowca,lecturer,,
wykładzina,floor-covering,,
wylansować,to promote/launch (once),,
wylać,to pour out (once),,
wyleczyć,to treat/cure/heal (once),,
wylewać,to pour out (repeated),,
wylosować,to draw (e.g. a card) (once),,
wyludniony,deserted,,
wylądować,to land (once),,
wylęgnąć się,to hatch (once),,
wymagający,demanding,,
wymaganie,requirement/demand,,
wymagać,to need/require/demand,,
wymarzony,ideal/dream,,
wymawiać,to pronounce/utter (repeated),,
wymiana,exchange/interchange,,
wymieniony,mentioned,,
wymieszać,to mix (once),,
wymiotować,to vomit (repeated),,
wymknąć się,to slip out (once),,
wymuszony,forced/strained,,
wymykać się,to slip out (repeated),,
wymyślać,to invent (repeated),,
wymyślić,to invent (once),,
wymyślny,fancy/sophisticated,,
wymówić,to pronounce/utter (once),,
wynagrodzenie,salary/remuneration,,
wynajdywać,to invent/devise (repeated),,
wynajem,renting/hiring/leasing,,
wynajmiesz (wynająć),You will hire,,
wynajmować,to hire (repeated),,
wynajmę (wynająć),I will hire,,
wynająć,to hire (once),,
wynalazek,invention,,
wynaleźć,to invent/devise (once),,
wynegocjować,to negotiate (once),,
wynik,result,,
wynikać,to result (repeated),,
wyniknąć,to result (once),,
wyniosły,haughty,,
wynurzać się,to emerge (repeated),,
wynurzyć się,to emerge (once),,
wyobcowanie,alienation,,
wyobrazić sobie,to imagine (once),,
wyobraźnia,imagination,,
wyobrażać sobie,to imagine (repeated),,
wypadek,"accident (as in, crash)",,
wypatroszyć,to gut (once),,
wypatrywać się w coś,to stare/gaze at something (repeated),,
wypatrzyć się w coś,to stare/gaze at something (once),,
wypchnąć,to push out (once),,
wypierać,to displace/oust (repeated),,
wyplujesz (wypluć),You will spit out,,
wypluję (wypluć),I will spit out,,
wypluwać,to spit out (repeated),,
wypluć,to spit out (once),,
wypoczynek,leisure/rest,,
wypoczęty,rested,,
wyposażać,to equip (repeated),,
wyposażony,equipped I,,
wyposażyć,to equip (once),,
wypowiadać,"to express verbally, to give voice to (repeated)",,
wypowiedzieć,"to express verbally, to give voice to (once)",,
wypowiedź,statement,,
wypożyczalnia,rental shop/place,,
wypracować,to develop (once),,
wypracowywać,to develop (repeated),,
wyprasować,to press/iron (once),,
wyprawa,expedition,,
wyprać,to launder (once),,
wyprostować,to straighten (out) (once),,
wyprowadzać się,to move out (repeated),,
wyprowadzić się,to move out (once),,
wyprzedaż,clearance sale,,
wyprzeć,to displace/oust (once),,
wypróbować,to try out (once),,
wypróbowywać,to try out (repeated),,
wypukłość,protrusion/convexity,,
wypuszczać,to release (repeated),,
wypuszczę (wypuścić),I will release,,
wypuścisz (wypuścić),You will release,,
wypuścić,to release (once),,
wypychać,to push out (repeated),,
wypytać,to quiz/question (once),,
wypytujesz (wypytywać),You are quizzing,,
wypytuję (wypytywać),I am quizzing,,
wypytywać,to quiz/question (repeated),,
wypłata,payment (payout),,
wypłowieć,to fade/bleach (once),,
wypłynąć,to set sail or to surface (once),,
wypływać,to set sail or to surface (repeated),,
wyrabiać,to produce/develop/manufacture (repeated),,
wyrafinowany,sophisticated/refined,,
wyraz,word,,
wyrazistość,expressiveness,,
wyrazić,to express (once),,
wyraźny,clear/distinct,,
wyrażanie,expressing,,
wyrażać,to express (repeated),,
wyrobić,to produce/develop/manufacture (once),,
wyroić się,to swarm (once),,
wyrok,verdict/sentence,,
wyruszać,to set out/off (repeated),,
wyruszyć,to set out/off (once),,
wyrwać,to pull out (once),,
wyrywać,to pull out (repeated),,
wyrzec się czegoś,to renounce something (once),,
wyrzekać się czegoś,to renounce something (repeated),,
wyrzut,reproach/throw,,
wyróżniać,to single out (repeated),,
wyróżnienie,award or honourable mention,,
wyróżnić,to single out (once),,
wysadzać,to disembark (repeated),,
wysadzić,to disembark (once),,
wyschnąć,to dry up (once),,
wysilać się,to make an effort (repeated),,
wysilić się,to make an effort (once),,
wysiłek,effort,,
wysokość,height,,
wyspać się,to sleep well (once),,
wyspowiadać,to confess (once),,
wyssać,to suck (once),,
wystający,protruding/projecting,,
wystawa,exhibition/show,,
wystawny,sumptuous,,
wystrugać,to carve (once),,
wystrój,decoration,,
wystąpić,to stand out (once),,
występ,show/performance,,
występować,to stand out (repeated),,
wysuszyć,to dry (once),,
wysychać,to dry up (repeated),,
wysypiać się,to sleep well (repeated),,
wysysać,to suck (repeated),,
wysyłać,to send (repeated),,
wyszaleć się,"to let off steam, to have fun",,
wyszczotkować,to brush (once),,
wyszorować,to scrub (once),,
wyszukiwarka,search engine,,
wysączyć,to sip (a drink) (once),,
wysłać,to send (once),,
wysłużony,well-worn,,
wytknąć,to point out (once),,
wytrwać,to persevere,,
wytrwałość,perseverance,,
wytrych,skeleton key,,
wytryskiwać,to spurt (repeated),,
wytrysnąć,to spurt (once),,
wytrzesz (wytrzeć),You will wipe,,
wytrzeszczać oczy,to goggle (repeated),,
wytrzeszczyć oczy,to goggle (once),,
wytrzeć,to wipe (once),,
wytrzyj (wytrzeć),Wipe! (once),,
wytrzymać,to endure/withstand (once),,
wytrzymywać,to endure/withstand (repeated),,
wytrę (wytrzeć),I will wipe,,
wytwarzanie,production,,
wytwarzać,to produce/generate (repeated),,
wytworny,elegant,,
wytworzyć,to produce/generate (once),,
wytyczać,to mark out (repeated),,
wytyczyć,to mark out (once),,
wytykać,to point out (repeated),,
wytłumaczyć,to explain/translate/interpret (once),,
wywar,(cooking) stock,,
wyważać,to force open (repeated),,
wyważyć,to force open (once),,
wywiad,(an) interview (with the media),,
wywiercić,to drill (once),,
wywiązać,"to set in, to ensue (once)",,
wywiązywać,"to set in, to ensue (repeated)",,
wywiążesz (wywiązać),You will set in,,
wywiążę (wywiązać),I will set in,,
wywołać,to elicit/invoke/induce (once),,
wywoływać,to elicit/invoke/induce (repeated),,
wywróżyć,to foretell (once),,
wyzdrowieć,to recuperate (once),,
wyznaczać,to appoint/designate (repeated),,
wyznaczyć,to appoint/designate (once),,
wyznanie,declaration,,
wyznawać,to confide/confess/profess (repeated),,
wyznać,to confide/confess/profess (once),,
wyzwanie,challenge,,
wyzwisko,insult,,
wyzwolenie,liberation/release/emancipation,,
wyć,to howl/wail (repeated),,
wyćwiczyć,to exercise (once),,
wyłaniać,to appoint (repeated),,
wyłonić,to appoint (once),,
wyłączać,to turn off (repeated),,
wyłączenie,exclusion/cut-off,,
wyłącznie,solely/uniquely/exclusively,,
wyłączność,exclusiveness/exclusivity,,
wyłączyć,to turn off (once),,
wyścig,race,,
wyślesz (wysłać),You will send,,
wyślę (wysłać),I will send,,
wyśmienity,delicious,,
wyświechtany,threadbare/clichéd/well-worn,,
wyświetlacz,(a) display,,
wyświetlać,to screen (a film) (repeated),,
wyświetlić,to screen (a film) (once),,
wyższy,higher,,
wzajemnie,"mutually, reciprocally",,
wzbierać,to rise/swell (repeated),,
wzbudzać,to whip/stir up (repeated),,
wzbudzić,to whip/stir up (once),,
wzdychać,to sigh (repeated),,
wzdłuż,along/longways,,
wzejść,to rise (once),,
wzgląd,respect/regard,,
wzgórze,hill I,,
wzięty,popular,,
wzloty i upadki,ups and downs,,
wzmacniać,to strengthen (repeated),,
wzmianka,reference,,
wzmocnić,to strengthen (once),,
wzniesienie,elevation,,
wznieść,to lift/raise (once),,
wznosić,to lift/raise (repeated),,
wzorcowy,model/benchmark,,
wzornictwo,design,,
wzrastać,to rise/grow/increase (repeated),,
wzrok,eyesight/vision,,
wzrokowiec,vizualizer,,
wzrosnąć,to rise/grow/increase (once),,
wzrost,growth/height,,
wzruszać,to move/touch (repeated),,
wzruszenie,emotion,,
wzruszyć,to move/touch (once),,
wzywać,to summon (repeated),,
wzór,pattern,,
wódz,leader/chief/chieftain,,
wówczas,then,,
wóz,cart/wagon,,
wóź (wozić),Transport/drive!,,
wąchać,to smell/sniff (repeated),,
wąski,narrow,,
wątek,plot/thread,,
wątpić,to doubt,,
wątpliwość,doubt,,
wąwóz,gorge/ravine,,
wędka,fishing rod,,
wędrować,to roam/ramble/trek/hike,,
wędrówka,hike/trek,,
węgiel,coal,,
władczy,domineering,,
władza,power/authority,,
włamać się,to break into (once),,
włamiesz się (włamać się),You will break into,,
włamię się (włamać się),I will break into,,
włamywacz,burglar,,
włamywać się,to break into (repeated),,
własność,possession/property,,
właściciel,owner,,
właściwie,exactly/actually/basically,,
właściwy,correct/proper/right/appropriate,,
włochaty,hairy/furry,,
włoszczyzna,soup vegetables,,
włożyć,to put/place (once),,
włóczyć się,to galavant/roam,,
włókienniczy,textile,,
włączać,to turn on (repeated),,
włączyć,to turn on (once),,
wścibski,nosy,,
wściekły,furious I,,
wślizgiwać się,to creep into (repeated),,
wślizgnąć się,to creep into (once),,
wśród,among,,
z namaszczeniem,with solemnity,,
z zawodu,by profession,,
za,behind,,
za pomocą,using (with the help of),,
zaaferowany czymś,preoccupied with something,,
zaangażowany,committed,,
zaangażować się,to involve oneself in (once),,
zaapelować,to appeal (once),,
zabawa,fun,,
zabezpieczać,to protect/guard (repeated),,
zabezpieczyć,to protect/guard (once),,
zabieg,operation/procedure,,
zabiegać o coś,to strive for something,,
zabierać,to take away (repeated),,
zabijać,to kill (repeated),,
zabić,to kill (once),,
zabraknąć,to run short of,,
zabraniać,to forbid (repeated),,
zabrać,to take away (once),,
zabronić,to forbid (once),,
zabrzmieć,to sound (once),,
zabrzęczeć,to clink/chink (once),,
zaburzać,to upset/disturb (repeated),,
zaburzenia umysłowe/psychiczne,mental/psychological disorders,,
zaburzyć,to upset/disturb (once),,
zabytek,monument,,
zabytkowy,antique/vintage,,
zabójca,killer,,
zabór,annexation,,
zachodzić,to go behind (repeated),,
zachowanie,behaviour,,
zachować,to preserve/retain/keep (once),,
zachowywać,to preserve/retain/keep (repeated),,
zachrypnięty,hoarse I,,
zachrzęścić,to crunch (once),,
zachwycać się,to enthuse/marvel (repeated),,
zachwycić się,to enthuse/marvel (once),,
zachwycony,enraptured/delighted,,
zachód,west,,
zachęcający,inviting/tempting,,
zachęcać,to coax/encourage (repeated),,
zachęcić,to coax/encourage (once),,
zachęta,incentive,,
zachłanność,greed,,
zaciekawiać się czymś,to be intrigued with something (repeated),,
zaciekawiony,intrigued,,
zaciekawić się czymś,to be intrigued with something (once),,
zaciekły,fierce/ferocious,,
zaciskać,to tighten (repeated),,
zacisnąć,to tighten (once),,
zacisze,refuge/retreat/shelter,,
zaciszny,snug/sheltered/quiet/secluded,,
zacny,respectable/upright,,
zacumować,to moor (once),,
zaczaić się,to lurk II (once),,
zaczniesz (zacząć),You will start,,
zacznij (zacząć),Start! (once),,
zacznę (zacząć),I will start,,
zaczynać,to start/begin (repeated),,
zacząć,to start/begin (once),,
zadanie,job/task,,
zadawać,to pose/set (repeated),,
zadać,to pose/set (once),,
zadbać,to care (for) (once),,
zadowalać,to satisfy I (repeated),,
zadowolić,to satisfy I (once),,
zadrapanie,scratch,,
zadrwić,to mock/scoff/jeer I (once),,
zadrżeć,to shiver (once),,
zaduch,stuffy air,,
zadudnić,to rumble (once),,
zadumać się nad czymś,to be engrossed in thought over something,,
zadyma,bovver,,
zadymiony,smoky,,
zadziwiający,astonishing,,
zadąć,to blow (once),,
zagadać,to chat up (once),,
zagadka,puzzle/riddle,,
zagadywać,to chat up (repeated),,
zagarniać,to pocket/seize (repeated),,
zagarnąć,to pocket/seize (once),,
zaginiony,missing II,,
zaglądać,to look into (repeated),,
zagoić,to heal (once),,
zagorzały,ardent/staunt/fierce,,
zagrabiać,to seize (e.g. land/property) (repeated),,
zagrabić,to seize (e.g. land/property) (once),,
zagroda,farm/pen,,
zagrozić,to threaten (once),,
zagrożenie,threat/menace I,,
zagubiony,lost,,
zagęszczać,to thicken (repeated),,
zagęścić,to thicken (once),,
zagłuszać,to drown out (repeated),,
zagłuszyć,to drown out (once),,
zaimek,pronoun,,
zaimek dzierżawczy,possessive pronoun,,
zaimek wskazujący,demonstrative pronoun,,
zainicjować,to initialize (once),,
zainteresowanie,interest,,
zaistnieć,to come into being/existence,,
zajazd,motel/inn,,
zajmiesz (zająć),You will capture/occupy/seize,,
zajmij (zająć),Capture/occupy/seize! (once),,
zajmować,to capture/occupy/seize (repeated),,
zajmuj (zajmować),Capture/occupy/seize! (repeated),,
zajmujesz (zajmować),You are capturing/occupying/seizing,,
zajmuję (zajmować),I am capturing/occupying/seizing,,
zajmę (zająć),I will capture/occupy/seize,,
zajrzeć,to look into (once),,
zająć,to capture/occupy/seize (once),,
zajęcie,occupation/classes,,
zajście,incident,,
zajść,to go behind (once),,
zajść w ciążę,to fall pregnant,,
zakaz,ban,,
zakazany,banned/forbidden or seedy,,
zakazać,to ban/forbid (once),,
zakazywać,to ban/forbid (repeated),,
zakiełkować plan/pomysł,to hatch a plan (once),,
zaklinacz węży,snake-charmer,,
zaklinać,to charm (repeated),,
zaklinować,to wedge/jam/block,,
zakląć,to charm (once),,
zakląć,to swear (once),,
zaklęcie,(magic) spell,,
zakopać,to bury I (once),,
zakopywać,to bury I (repeated),,
zakończenie,ending/conclusion,,
zakpić,to mock/scoff/jeer II (once),,
zakradać się,to sneak in (repeated),,
zakradniesz się (zakraść się),You will sneak in,,
zakradnę się (zakraść się),I will sneak in,,
zakraść się,to sneak in (once),,
zakres,range/extent/scope,,
zakrztusić się,to choke (once),,
zakręcać,to screw/tighten (repeated),,
zakręcić,to screw/tighten (once),,
zakręt,bend/turn/corner,,
zaktualizować,to update (once),,
zakład,bet,,
zakładać,"to found/establish/install, to put on clothes (repeated)",,
zakładnik,hostage,,
zakłamany,hypocritical,,
zakłopotany,embarrassed,,
zakłócenie,disruption/disturbance,,
zalać,to flood (once),,
zalepiać,to seal (repeated),,
zalepić,to seal (once),,
zaleta,virtue I,,
zalewać,to flood (repeated),,
zależność,dependence,,
zaludniać,to populate (repeated),,
zaludnić,to populate (once),,
zamach,assassination attempt,,
zamarzać,to freeze (repeated),,
zamarznąć,to freeze (once),,
zamek księcia,prince's castle,,
zameldować,to report II (once),,
zamiar,intention,,
zamiatać,to sweep (repeated),,
zamieciesz (zamieść),You will sweep,,
zamieniać,to exchange/swap (repeated),,
zamienić,to exchange/swap (once),,
zamierzać,to intend (repeated),,
zamierzyć,to intend (once),,
zamieszanie,confusion/mix-up,,
zamieszczać,to run/publish (repeated),,
zamieszkanie,inhabitancy,,
zamieszkać,to inhabit (once),,
zamieszkiwać,to inhabit (repeated),,
zamieć,snowstorm/blizzard,,
zamieścić,to run/publish (once),,
zamieść,to sweep (once),,
zamilknąć,to fall silent (once),,
zamiotę (zamieść),I will sweep,,
zamożny,wealthy,,
zamrażarka,freezer,,
zamroczony,intoxicated,,
zamyślenie,pensiveness,,
zamówienia,orders,,
zanadto,in excess/addition,,
zaniechać czegoś,to desist from something,,
zanieczyszczenie,pollution/contamination,,
zaniedbać,to neglect (once),,
zaniedbywać,to neglect (repeated),,
zaniepokoić,to worry (once),,
zanim,before,,
zanotować,to note/log (once),,
zanurkować,to dive (once),,
zanurzać,to dip/immerse (repeated),,
zanurzyć,to dip/immerse (once),,
zaopatrzony,equipped II,,
zaopiekować się,to look after (once),,
zapalać,to ignite (repeated),,
zapalczywy,fiery/impetuous,,
zapalisz (zapalić),You will ignite,,
zapalić,to ignite (once),,
zapalę (zapalić),I will ignite,,
zapamiętać,to memorise (once),,
zapamiętujesz (zapamiętywać),You are memorising,,
zapamiętuję (zapamiętywać),I am memorising,,
zapamiętywać,to memorise (repeated),,
zapanować,to reign/control (once),,
zaparzać,to brew (repeated),,
zaparzyć,to brew (once),,
zapas,reserve/stock/supply,,
zapasowy,spare/reserve/emergency,,
zapał,zeal/fervour,,
zapaśnik,wrestler,,
zapewne,surely,,
zapierać się,to brace (repeated),,
zapisać,to record/save (once),,
zapisywać,to record/save (repeated),,
zapobiec czemuś,to prevent something (once),,
zapobiegać czemuś,to prevent something (repeated),,
zapolować,to hunt (once),,
zapominać,to forget (repeated),,
zapomnieć,to forget (once),,
zaporowy,defensive,,
zapotrzebowanie,request/demand/order,,
zapowiadać,to announce II (repeated),,
zapowiedzieć,to announce II (once),,
zapragnąć,to desire (once),,
zaproponować,to propose (once),,
zaproszenie,invitation,,
zaprzeczać,to contradict somebody/something (repeated),,
zaprzeczyć,to contradict somebody/something (once),,
zaprzeć się,to brace (once),,
zaprzyjaźnić się,to make friends with,,
zapuszczać się,to venture (repeated),,
zapuścić się,to venture (once),,
zapłacić,to pay (for) (once),,
zapłakany,tearful/crying,,
zarabiać,to earn (money) (repeated),,
zarazić,to infect (once),,
zaraźliwy,contagious/infectious,,
zarażać,to infect (repeated),,
zardzewiały,rusty/rusted,,
zareagować,to react (once),,
zarejestrować,to register (once),,
zareklamować,to advertise (once),,
zarobić,to earn (money) (once),,
zarobki,earnings/wages,,
zarozumiały,big-headed,,
zarośla,thicket,,
zarośnięty,overgrown,,
zarumienić się,to blush (once),,
zaryglować,to bolt/bar (once),,
zarys,outline,,
zarysować,to scratch (once),,
zarysowywać,to scratch (repeated),,
zarzut,accusation/charge,,
zarząd,management/administration,,
zarządzanie,management,,
zarówno,as well as,,
zaręczynowy,engagement/betrothal,,
zaręczyny,engagement/betrothal,,
zasada,rule,,
zasadniczy,fundamental/essential,,
zasadzać,to plant (repeated),,
zasadzić,to plant (once),,
zasadzka,ambush,,
zasiać,to sow (once),,
zasięg,reach/range,,
zaskakiwać,to spring into life (repeated),,
zaskakujący,surprising,,
zaskoczyć,to spring into life (once),,
zasmucić się,to be sad (once),,
zasnąć,to fall asleep (once),,
zaspa,snowdrift,,
zaspany,half-asleep,,
zaspokajać,to satisfy II (repeated),,
zaspokoić,to satisfy II (once),,
zastanawiać się,to consider (repeated),,
zastanowić się,to consider (once),,
zastrzyk,injection,,
zastygać,to congeal/freeze (repeated),,
zastygnąć,to congeal/freeze (once),,
zastygły,stagnant/frozen,,
zastąpić,to replace/substitute (once),,
zastęp,patrol/host/multitude,,
zastępczy,alternative/replacement,,
zastępować,to replace/substitute (repeated),,
zasypać,to cover up (once),,
zasypiać,to fall asleep (repeated),,
zasypiesz (zasypać),You will cover up,,
zasypię (zasypać),I will cover up,,
zasypujesz (zasypywać),You are covering up,,
zasypuję (zasypywać),I am covering up,,
zasypywać,to cover up (repeated),,
zaszczyt,honour,,
zaszeleścić,to rustle (once),,
zaszkodzić komuś/czemuś,to harm somebody/something (once),,
zasób,stock/store,,
zasłaniać,to cover/screen/shield (repeated),,
zasłona,curtain,,
zasłonić,to cover/screen/shield (once),,
zasługiwać,to deserve (repeated),,
zasługujesz (zasługiwać),You deserve,,
zasługuję (zasługiwać),I deserve,,
zasłużysz (zasłużyć),You will deserve,,
zasłużyć,to deserve (once),,
zasłużę (zasłużyć),I will deserve,,
zatarg,dispute/clash/feud,,
zataszczyć,to lug (once),,
zatem,thus/ergo,,
zatkany,clogged,,
zatoka,bay,,
zatonąć,to sink (once),,
zatroszczyć się,to take care of (once),,
zatrudniać,to employ (repeated),,
zatrudnić,to employ (once),,
zatrzeszczeć,to crackle (once),,
